Product Category,Column Name Raw,Column Name,Column Top Values,Column Unit,Column Min,Column Max,Column Definition,Approved
Notebooks,Number of keyboard cursor keys.1005,Number of keyboard cursor keys,,,,,"The number of keyboard cursor keys on the notebook. This includes all the cursor keys on the keyboard such as the arrow keys, page up, page down, etc. The format of this column is a floating point number.",TRUE
Notebooks,Hot keys.1007,Hot keys,,,,,"A list of hot keys that are available on the notebook. These are specific keys or combinations of keys that are programmed to perform a certain action, such as launching a program or opening a file. The hot keys are usually listed in the notebook's manual or on the manufacturer's website.",TRUE
Notebooks,Processor core voltage (AC).1017,Processor core voltage (AC),,,,,"The range of voltages for the processor core of the notebook. The format of the range is typically a minimum and maximum value separated by a dash (-). For example, a range of 1.0375-1.30 means that the processor core voltage can be anywhere between 1.0375 V and 1.30 V.",TRUE
Notebooks,Audio formats supported.2224,Audio formats supported,,,,,"List of audio formats that are supported by the notebook. Examples include AAC, MP3, AMR, DTS, and AAC+.",TRUE
Notebooks,Keyboard manufacturer.994,Keyboard manufacturer,,,,,The manufacturer of the keyboard for the given notebook product. The value should be the name of the keyboard manufacturer.,TRUE
Notebooks,Keyboard function keys.998,Keyboard function keys,,,,,The keyboard function keys column contains the number of function keys on the keyboard of the notebook. The values in this column are always integers and are typically between 10 and 20.,TRUE
Notebooks,L3 cache.1822,L3 cache,,,,,"The L3 cache is a type of cache memory that is typically used in notebooks to store data and instructions that are being used or likely to be used by the processor. The cache memory helps to speed up the system by storing data and instructions that are readily available to the processor, thereby reducing the need for the processor to fetch data and instructions from the main memory. The L3 cache is typically larger than the L1 and L2 caches, and it is often used to store data and instructions that are used by the processor on a less frequent basis. The L3 cache is also known as the third-level cache.",TRUE
Notebooks,Battery performance.95,Battery performance,,,,,"The battery performance column contains the battery power of the notebook. The minimum value is 1.0 W, and the maximum value is 99.0 W.",TRUE
Notebooks,Power adapter weight.13993,Power adapter weight,,,,,"The weight, measured in grams (g), of the power adapter for the notebook.",TRUE
Notebooks,RAID support.7335,RAID support,,,,,"Indicates whether the notebook has RAID support. RAID, which stands for Redundant Array of Independent Disks, is a data storage technology that allows for increased storage performance and reliability. This column will be True if the notebook has RAID support, and False if it does not.",TRUE
Notebooks,Intel® Optane™ Memory Ready.29257,Intel Optane Memory Ready,,,,,"A string column, where False is not Intel Optane Memory Ready, and True is Intel Optane Memory Ready",TRUE
Notebooks,Maximum number of SMP processors.1652,Maximum number of SMP processors,,,,,The maximum number of SMP processors for the notebook.,TRUE
Notebooks,Bundled hardware.250,Bundled hardware,,,,,"Hardware that is bundled with the notebook. This may include AC adaptors, power cords, batteries, or other accessories. If the value is a list, then the notebook comes with all of the items in the list.",TRUE
Notebooks,Wireless option type.1442,Wireless option type,,,,,"Wireless option type of the notebook, options include 'Y', 'Bluetooth', and '1'.",TRUE
Notebooks,Expansion slots.1586,Expansion slots,,,,,"The types of expansion slots available for additional devices, e.g. ExpressCard/54 slot, Media Card Reader, Secure Digital slot",TRUE
Notebooks,Docking solution.1987,Docking solution,,,,,"A description of the docking station and stands that are sold with the notebook, listed in different combinations and varying in detail.",TRUE
Notebooks,Security management description.2060,Security management description,,,,,"Security management features of the notebook, such as McAfee Security Solution, Kensington Lock slot, HP Privacy Filter (optional), and HP Disk Sanitizer.",TRUE
Notebooks,Protection tools.3328,Protection tools,,,,,"The Protection tools column contains a string that describes the security features of the notebook. This includes details such as the presence of a fingerprint sensor, a security chip, and a disk sanitizer. The protection tools may also include an integrated or optional smart card reader.",TRUE
Notebooks,I/O ports.470,I/O ports,,,,,"The I/O ports on the notebook, including the number of USB ports, video ports, audio ports, and other types of ports. Examples include: '4 USB 2.0 ports, VGA, eSATA, stereo microphone in, stereo headphone/line out, Firewire (1394a), HDMI, power connector, docking connector, secondary battery connector, RJ-11, RJ-45', '4 USB 2.0 ports, VGA, S-video TV out, stereo microphone in, stereo headphone/line out, Firewire (1394a), power connector, RJ-11, RJ-45, serial port', '1x ExpressCard', '4 USB 2.0 ports, VGA, stereo microphone in, stereo headphone/line out, HDMI, power connector, RJ-45, optional RJ-11'",TRUE
Notebooks,HDD controller type.7081,HDD controller type,,,,,"The type of hard disk drive (HDD) controller used in the notebook. For example, SATA (7200 rpm), SATA (5400 rpm), or Solid State Drive (SSD).",TRUE
Notebooks,Maximum HDD capacity.7086,Maximum HDD capacity,,,,,"The maximum HDD capacity of the notebook, in gigabytes (GB). The capacity can range from 1 GB to 1000 GB.",TRUE
Notebooks,Video card features.857,Video card features,,,,,"Video card features of the notebook. Examples include: 'DualView', 'Mobile Intel Graphics Media Accelerator 4500MHD', 'Mobile Intel Graphics Media Accelerator X4500 HD', 'DirectX 10, DualView', 'NVIDIA Quadro FX 2700M'.",TRUE
Notebooks,Power consumption (typical).445,Power consumption (typical),,,,,"Power consumption (typical) is the amount of power consumed by the notebook when it is running normally, in watts (W).",TRUE
Notebooks,Number of battery cells (tablet).16112,Number of battery cells (tablet),,,,,The number of battery cells for the tablet model of the given laptop.,TRUE
Notebooks,"Battery capacity (tablet, Watt-hours).17959","Battery capacity (tablet, Watt-hours)",,,,,"The battery capacity of the tablet in Watt-hours. The minimum capacity is 1.0 Wh, and the maximum is 75.81 Wh.",TRUE
Notebooks,Rear camera HD type.39485,Rear camera HD type,,,,,The type of high definition for the rear camera of the notebook. Options include 'Full HD' and 'HD'.,TRUE
Notebooks,Orientation sensor.7350,Orientation sensor,,,,,"A sensor that detects the position of the notebook in space. The values in this column indicate whether or not the notebook has an orientation sensor. If the value is 'True', the notebook has an orientation sensor. If the value is 'False', the notebook does not have an orientation sensor.",TRUE
Notebooks,Master (outer) case gross weight.19016,Master (outer) case gross weight,"1901.0', '6092.0', '2000.0', '1900.0', '6260.0'",g,1900,6260,The weight of the master case of the notebook. The weight should be in grams and the minimum weight is 1900 g. The maximum weight is 7865 g.,TRUE
Notebooks,Master (outer) case length.22658,Master (outer) case length,"357.89', '357.9', '323.09', '323.1'",mm,323.09,357.9,"The length of the outer case of the notebook, measured in millimeters. The length can be any value from 323.09 to 461.01.",TRUE
Notebooks,Products per master (outer) case.22659,Products per master (outer) case,"1.0', '3.0'",pc(s),1,3,Number of products contained within each master case.,TRUE
Notebooks,Master (outer) case height.4456,Master (outer) case height,"56.9', '173.0', '172.97', '67.6', '202.9'",mm,56.9,202.9,Height of the outer case of the laptop. Units are in millimeters.,TRUE
Notebooks,Master (outer) case width.4457,Master (outer) case width,"265.94', '265.9', '262.89', '262.9'",mm,262.89,265.94,"The width of the notebook's outer case, measured in millimeters. The minimum value is 175.01 mm, and the maximum value is 311.99 mm.",TRUE
Notebooks,BD-RE XL read speed.14122,BD-RE XL read speed,,,,,The speed at which the BD-RE XL drive reads.,TRUE
Notebooks,BD-R XL read speed.14123,BD-R XL read speed,,,,,"The read speed for Blu-ray recordable media, expressed as ""x"" speed, e.g. 6.0x is 6 times faster than 1x.",TRUE
Notebooks,Built-in optical drive.10920,Built-in optical drive,,,,,"Indicates whether the notebook has a built-in optical drive or not. Returns a boolean value, either 'True' or 'False'.",TRUE
Notebooks,NVIDIA 3D Vision 2.21822,NVIDIA 3D Vision 2,,,,,"This column indicates whether the notebook has NVIDIA 3D Vision 2 or not. It is a boolean value, with True indicating that the notebook has NVIDIA 3D Vision 2 and False indicating that it does not.",TRUE
Notebooks,Mini HDMI ports quantity.7271,Mini HDMI ports quantity,,,,,The number of mini HDMI ports on the notebook.,TRUE
Notebooks,Memory channels.7788,Memory channels,"Octa-channel', 'Dual-channel'",,,,"Type of memory channels the laptop uses. Options include 'Dual-channel', 'Octa-channel', and 'Quad-channel'.",TRUE
Notebooks,Video adapter features.666,Video adapter features,,,,,"Video adapter features describes the video adapter of the notebook. This can include the graphics controller, DirectX, Pixelshader, and DVD capabilities.",TRUE
Notebooks,Built-in touchpad.7185,Built-in touchpad,,,,,"Boolean value to indicate presence of a touchpad in a notebook computer. False if not present, and true if it is built-in",TRUE
Notebooks,Foldable display.44468,Foldable display,False',,,,"A column to indicate whether the display of the notebook is foldable. If foldable, the display can be folded flat against the keyboard. If not foldable, the display is fixed in an upright position and cannot be folded.",TRUE
Notebooks,Number of touchpad buttons.27480,Number of touchpad buttons,2.0',,2,2,"The number of physical buttons present on the touchpad of the notebook. This includes the primary click button and any secondary buttons (e.g. right-click, pinch-to-zoom, etc.).",TRUE
Notebooks,Audio system direct 3D sound.1031,Audio system direct 3D sound,,,,,"Audio system direct 3D sound is a type of audio system that provides an immersive audio experience. It is typically found in high-end gaming laptops and can be used to create a more realistic gaming experience. The audio system direct 3D sound is a feature that allows the audio to be directed to specific locations in the room, creating a more immersive experience.",TRUE
Notebooks,Networking type.1103,Networking type,,,,,"The networking type of the notebook. Examples include 'Ethernet LAN, WLAN', 'Gigabit Ethernet', 'Gigabit Ethernet, Fast Ethernet, Ethernet', 'Fast Ethernet', 'WLAN, Fast Ethernet'.",TRUE
Notebooks,Keyboard included on selected markets only.36392,Keyboard included on selected markets only,,,,,"Indicates whether the keyboard is included with the notebook in select markets. This column contains boolean values, where 'True' indicates that a keyboard is included, and 'False' indicates that a keyboard is not included with the notebook.",TRUE
Notebooks,Battery recharge time (on).3655,Battery recharge time (on),,,,,"The time, measured in hours, that a notebook takes to recharge its battery when the notebook is powered on.",TRUE
Notebooks,Battery recharge time (off).3656,Battery recharge time (off),,,,,"The battery recharge time off is the time it takes to recharge the battery of the notebook when it is off. The battery recharge time off is given in hours, and the format is h.",TRUE
Notebooks,Processor system type.22273,Processor system type,,,,,"Indicates the type of processor system, typically either UP or DP.",TRUE
Notebooks,Supported graphics resolutions.4850,Supported graphics resolutions,,,,,"The highest screen resolution that the laptop in question can support, in the format of width x height (resolution type).",TRUE
Notebooks,BIOS password.3575,BIOS password,,,,,"Indicates whether the notebook has a BIOS password or not. Valid values are 'True' or 'False'. If no value is present, assume it is 'False'.",TRUE
Notebooks,High Dynamic Range (HDR) supported.36310,High Dynamic Range (HDR) supported,,,,,Does the device support high dynamic range?,TRUE
Notebooks,External display.3045,External display,,,,,Indicates whether the notebook has an external display or not (yes/no).,TRUE
Notebooks,HP rear camera.34607,HP rear camera,,,,,"The HP rear camera column indicates the type of camera that is embedded in the rear of the notebook for capturing images and videos. Examples include HP Wide Vision HD, HP TrueVision 5MP, HP TrueVision HD IR, HP Webcam 8MP, and HP Wide Vision 5MP.",TRUE
Notebooks,Bamboo molded pulp content per package.35319,Bamboo molded pulp content per package,,,,,Amount of bamboo molded pulp in grams in each package. Minimum of 1.0 and a maximum of 170.0,TRUE
Notebooks,User guide.8132,User guide,,,,,Indicates whether a user guide is provided with the notebook. True if a user guide is provided; False if it is not.,TRUE
Notebooks,WWAN module.14055,WWAN module,,,,,"The WWAN module of the laptop, typically a Qualcomm product such as the Snapdragon X20 LTE, Snapdragon X20 LTE CAT, Snapdragon X55 Global 5G, or Snapdragon X55 Global 5G (Dell Wireless DW5821e).",TRUE
Notebooks,SIM card type.9166,SIM card type,,,,,"The type of SIM card that is required to operate the notebook. Options include eSIM, MiniSIM, NanoSIM, and MicroSIM.",TRUE
Notebooks,DVD drive compatibility.1547,DVD drive compatibility,,,,,"Indicates the types of media compatible with the notebook's DVD drive. Values may include: CD-ROM, CD-R, CD-RW, DVD-ROM, DVD-R, DVD-R(DL), DVD-RW, DVD+R, DVD+R(DL), DVD+RW, DVD-RAM.",TRUE
Notebooks,Doesn't contain.42516,Doesn't contain,,,,,"Substances that this notebook does not contain, for example: 'PVC/BFR', 'Halogen', 'Mercury (element)'",TRUE
Notebooks,HP Documentation.34639,HP Documentation,,,,,"Information on whether or not the product's manual is available online. This column is a boolean value, with True indicating that the manual is available online, and False indicating that the manual is not available online.",TRUE
Notebooks,Wide-angle lens front camera.34719,Wide-angle lens front camera,,,,,A boolean value that describes if the device contains a wide-angle lens in the front camera.,TRUE
Notebooks,Memory bus.1630,Memory bus,,,,,The memory bus is the communication system that allows for the flow of data between the central processing unit and the random access memory. The memory bus is typically controlled by a memory controller.,TRUE
Notebooks,Battery type.908,Battery type,,,,,"The type of battery that is used to power the notebook. The battery may be integrated into the notebook or removable. Examples of battery types include 6 Cell Lithium-Ion, Li-ion, and VGP-BPS26.",TRUE
Notebooks,Number of Thunderbolt 3 ports with PowerShare support.35165,Number of Thunderbolt 3 ports with PowerShare support,,,,,The number of Thunderbolt 3 ports with PowerShare support on the notebook. PowerShare allows multiple devices to charge simultaneously from a single port.,TRUE
Notebooks,Size (imperial).1147,Size (imperial),,,,,"The size of the notebook in imperial units. The format of the size is two-integer numbers separated by a decimal point. For example, 14.76 means 14 inches and 7/8 inch. The possible sizes are 1.0, 12.83, 13.03, 14.0, 14.76, and 16.38",TRUE
Notebooks,Network connection type.1803,Network connection type,,,,,"The type of network connection that the notebook has. This can be a physical port, such as RJ-45, or a wireless connection, such as Wi-Fi. Examples include RJ-45, 1, and Wi-Fi.",TRUE
Notebooks,Touch Bar.28353,Touch Bar,False',,,,"A string that indicates whether the notebook has a touch bar or not. If the notebook has a touch bar, the value will be True. If the notebook does not have a touch bar, the value will be False.",TRUE
Notebooks,Built-in stylus pen storage.41929,Built-in stylus pen storage,False',,,,A boolean value that describes whether the notebook product has built-in stylus pen storage,TRUE
Notebooks,NVIDIA Optimus technology.10380,NVIDIA Optimus technology,,,,,"NVIDIA Optimus technology is a technology that is used to improve the graphics performance of a notebook. It is a type of graphics card that is built into the notebook, and it is used to offload the graphics rendering from the central processing unit (CPU) to the graphics processing unit (GPU). This can help to improve the performance of the notebook, and can also help to reduce the power consumption of the notebook.",TRUE
Notebooks,NFC key.41475,NFC key,,,,,"NFC (near-field communication) is a set of standards for smartphones and other devices to establish radio communication with each other by touching them together or bringing them into proximity, usually no more than a few centimeters. The NFC key column indicates whether or not the notebook has an NFC key.",TRUE
Notebooks,Body SAR (EU).17670,Body SAR (EU),0.33',W/kg,0.33,0.33,"The Body SAR (Specific Absorption Rate) is a measure of the rate at which energy is absorbed by the human body when exposed to radio frequency (RF) electromagnetic fields. The unit of measurement for SAR is watts per kilogram (W/kg). This column contains the SAR value for the notebook, as required by the EU.",TRUE
Notebooks,Battery life (tablet mode).16110,Battery life (tablet mode),,,,,The battery life of the notebook in tablet mode. The battery life is the amount of time that a notebook can run on a full charge. This is a measure of the notebook's battery life and is typically expressed in hours (h). The format of the column is a decimal number.,TRUE
Notebooks,Keyboard included.33532,Keyboard included,,,,,Indicates whether a keyboard is included with the notebook. Options are 'True' or 'False'.,TRUE
Notebooks,Second display panel type.37774,Second display panel type,,,,,"The type of panel used for the second display of the notebook, could be IPS, S-IPS+ or E-Ink display.",TRUE
Notebooks,Second display diagonal.7507,Second display diagonal,,,,,"The second display diagonal of the notebook, measured in inches. The diagonal is the line connecting opposite corners of the LCD screen, and it is an important measurement for determining the overall size of the notebook.",TRUE
Notebooks,Second display resolution.7508,Second display resolution,,,,,The second resolution of the display screen of the laptop.,TRUE
Notebooks,Display technology.9713,Display technology,,,,,"The display technology of the notebook. This can be TFT, LCD/TFT, WVA, IPS, or LCD.",TRUE
Notebooks,USB 2.0 Type-C ports quantity.36228,USB 2.0 Type-C ports quantity,,,,,The number of USB 2.0 Type-C ports that a notebook has,TRUE
Notebooks,Plug and Play.775,Plug and Play,,,,,"True if the notebook can be used immediately on powering up, false if it requires configuration prior to use.",TRUE
Notebooks,Dolby technologies.8028,Dolby technologies,,,,,"The column contains information about the Dolby technologies that are present in the notebook. The information is in the form of a string that can be either 'Y' or a specific Dolby technology. Examples of the specific Dolby technologies that can be present are 'Dolby Home Theater v4', 'Dolby Home Theater', 'Dolby Home Theater v3', and 'DTS Studio Sound'.",TRUE
Notebooks,Second display touch technology.37773,Second display touch technology,,,,,"The type of second display touch technology used by the notebook. Examples include, but are not limited to, 'Multi-touch', 'Single-touch'.",TRUE
Notebooks,Battery life with optional 2nd battery.911,Battery life with optional 2nd battery,,,,,The battery life of the notebook when an optional second battery is attached. This is the combined life of both batteries. Format: Hours,TRUE
Notebooks,Number of hot keys.8817,Number of hot keys,,,,,The number of hot keys on the notebook. Values are whole numbers greater than or equal to 1.,TRUE
Notebooks,GSM module.9165,GSM module,,,,,"Indicates whether the device has a GSM module or not. 'False' indicates absence of GSM module, 'True' indicates presence of GSM module.",TRUE
Notebooks,Master (outer) cases per pallet.1679,Master (outer) cases per pallet,,,,,The number of master cases that can fit on a pallet,TRUE
Notebooks,Master (outer) cases per pallet layer.4938,Master (outer) cases per pallet layer,,,,,"The number of master cases that can fit in a pallet layer. Pallet layers are used to ship products, and the number of products that can fit in a layer determines the shipping efficiency.",TRUE
Notebooks,Audio system manufacturer.1021,Audio system manufacturer,,,,,"Manufacturer of the audio system for the notebook. This can either be a string or a number, and it typically is the name of the manufacturer, or in some cases a short description of the audio system.",TRUE
Notebooks,Wired communication manufacturer.1039,Wired communication manufacturer,,,,,The manufacturer of the wired communication,TRUE
Notebooks,Wired communication type.1040,Wired communication type,,,,,"The type of wired communication that is supported by the notebook. This can be technologies like Software Modem, RTL8105E, 82577LC, 82577LM, or RTL8105E-GR.",TRUE
Notebooks,Wired communication features.1042,Wired communication features,,,,,"Features of the wired communication of the notebook. Examples include Wake-On-LAN, remote boot, and ring wake-up resume.",TRUE
Notebooks,Wired communication connector.1043,Wired communication connector,,,,,"The wired communication connector is the physical interface that allows communication between the device and other devices or networks. Examples of wired communication connectors include Ethernet, RS-232, and USB. The connector must be compatible with the device's communication interface and the communication protocol used by the device.",TRUE
Notebooks,Wired communication chipset.1044,Wired communication chipset,,,,,"The wired communication chipset column contains information about the wired communication chipset of the notebook. The chipset is the piece of hardware that allows the device to connect to a network using wires. The format of this column is a string, and the length of the string must be at least two characters.",TRUE
Notebooks,Wireless compliance.1045,Wireless compliance,,,,,"The wireless compliance column contains information about the wireless standards that a notebook complies with. The column is text, and each row will contain a string that lists the wireless standards that the notebook complies with. Examples of values in the column are 'Wi-Fi', 'IEEE 802.11b/g', 'Wi-Fi; 3G', 'Wi-Fi√¢‚Äû¬¢', 'IEEE 802.11g'.",TRUE
Notebooks,Wireless communication manufacturer.1047,Wireless communication manufacturer,,,,,"The manufacturer of the wireless communication in the notebook. Examples include: 'Realtek', 'Atheros', 'Intel', 'Broadcom', 'Intel; Ericsson'.",TRUE
Notebooks,DVD drive type.1069,DVD drive type,,,,,"Physical description of the DVD drive in the notebook. Can be one of the following: 'Slim DVD Super Multi (Double Layer) drive', 'Slim SelectBay DVD Super Multi (Double Layer) drive', 'Slim DVD Super Multi (Double Layer) drive, M-DISC ready', or 'DVD Super Multi (Double Layer) drive'. Does not contain any blank spaces.",TRUE
Notebooks,DVD interface type.1080,DVD interface type,,,,,"The type of interface on the notebook's DVD drive. Can be SATA, ATAPI, or other types.",TRUE
Notebooks,External video adapter resolution.1094,External video adapter resolution,,,,,"The external video adapter resolution refers to the size of the display on the external monitor or screen used with the notebook. It is typically measured in pixels and specifies the horizontal and vertical dimensions of the display. For example, a resolution of 1920 x 1080 means that the display is 1920 pixels wide and 1080 pixels tall. The higher the resolution, the sharper and more detailed the display will be, but it will also require more processing power and may result in a higher cost for the notebook.",TRUE
Notebooks,Non-operating shock with/without CD-ROM drive installed.1110,Non-operating shock with/without CD-ROM drive installed,,,,,"Indicates the non-operating shock rating of the notebook, with or without a CD-ROM drive installed. The rating is given in G's, where G is a unit of acceleration equal to 9.81 m / s^2, and represents the maximum acceleration that the package can withstand when dropped from a height of 1 meter. Format: 'X G (Y G)' or '- (Y G)'.",TRUE
Notebooks,Non-operating vibration with/without CD-ROM drive installed.1111,Non-operating vibration with/without CD-ROM drive installed,,,,,"The non-operating vibration with/without CD-ROM drive installed refers to the amount of vibration that a notebook experiences when it is not in use. The vibration is measured in Gs, with 1G being the equivalent of the force of gravity. The column includes both the non-operating vibration with the CD-ROM drive installed and the non-operating vibration without the CD-ROM drive installed. The non-operating vibration with the CD-ROM drive installed is typically higher than the non-operating vibration without the CD-ROM drive installed, as the CD-ROM drive adds additional weight and vibration to the notebook.",TRUE
Notebooks,Operating shock with/without CD-ROM drive installed.1116,Operating shock with/without CD-ROM drive installed,,,,,"The operating shock of the notebook with and without the CD-ROM drive installed. The CD-ROM drive is a component that can be installed into a notebook to allow for the reading of CD-ROMs. The operating shock is the amount of force that can be applied to the notebook before it stops functioning. This includes the force from dropping the notebook, or hitting it with an object.",TRUE
Notebooks,Operating vibration with/without CD-ROM drive installed.1117,Operating vibration with/without CD-ROM drive installed,,,,,"The operating vibration of the notebook with and without a CD-ROM drive installed. The vibration is measured in G (gravitational acceleration) and is typically between 0.5 and 1.0. The measurement is taken with the drive installed and then removed, and the two values are reported separately.",TRUE
Notebooks,Volume dial.1562,Volume dial,,,,,"The volume dial is the component of a notebook that controls the volume of the notebook's speakers. The volume dial can be controlled by dedicated control buttons on the EasyControl Bar (Volume+/Volume-), by hot key function, or via a digital display, and its range of volume is from 11 to 8.",TRUE
Notebooks,Casework material.247,Casework material,,,,,"The material used in the casework of the notebook. Examples include polycarbonate ABS, magnesium + polycarbonate ABS, or 1.",TRUE
Notebooks,Security features.248,Security features,,,,,"Security features of a notebook. This includes any security solutions that are built into the notebook, as well as any security measures that a user can add on to the notebook themselves. This can include, but is not limited to, hard disk drive passwords, power-on passwords, security lock slots, supervisor passwords, and fingerprint readers.",TRUE
Notebooks,Motherboard manufacturer.437,Motherboard manufacturer,,,,,"The manufacturer of the motherboard for the given notebook product. Motherboards are the main printed circuit board (PCB) in a notebook, and they hold the central processing unit (CPU), memory, and connectors for other devices in the notebook.",TRUE
Notebooks,Wireless communication data transfer rate.5641,Wireless communication data transfer rate,,,,,"The Wireless communication data transfer rate is the speed at which data is transferred between the notebook and other devices via wireless communication. The transfer rate is measured in Mbit/s. The minimum value is 1.0 Mbit/s, and the maximum value is 1000.0 Mbit/s.",TRUE
Notebooks,Special features.86,Special features,,,,,"This column contains the various special features of the notebook, such as ENERGY STAR qualification, enhanced Intel SpeedStep Technology, SM BIOS compliance, and HD Audio support.",TRUE
Notebooks,Expansion type.954,Expansion type,,,,,"The expansion type of the notebook, e.g. '2 x memory slots', '1 x ExpressCard slot', etc.",TRUE
Notebooks,2D graphics accelerator.961,2D graphics accelerator,,,,,"A 2D graphics accelerator is a type of graphics accelerator that primarily accelerates 2D graphics, usually using hardware-accelerated BitBLT operations to accelerate simple 2D operations, and is included with most modern GPUs.",TRUE
Notebooks,Storage drive desktop or notebook?.989,Storage drive desktop or notebook?,,,,,"Storage drive type for a given row. ""notebook""",TRUE
Notebooks,Keyboard euro key.999,Keyboard euro key,,,,,Indicates the presence of a keyboard key for the euro currency.,TRUE
Notebooks,Package weight.10100,Package weight,,,,,The weight of the notebook's package in grams. Packages of notebooks weigh between 1.0 g and 17000.0 g.,TRUE
Notebooks,Intel Advanced Vector Extensions.10329,Intel Advanced Vector Extensions,,,,,"A vector processing unit, or VPU, is an extension of a central processing unit, or CPU. It is a component that enhances the capability of the CPU to perform arithmetical and logical operations on arrays of data that may be simple or complex. This column indicates if the processor has this technology.",TRUE
Notebooks,Intel® Smart Sound Technology.21518,Intel Smart Sound Technology,,,,,"A notebook's Intel Smart Sound Technology availability. False indicates that the notebook does not have this feature, and true indicates that it does.",TRUE
Notebooks,Stylus pen type.41890,Stylus pen type,,,,,Physical type of the stylus pen for the laptop. Values are either Active or Passive.,TRUE
Notebooks,Compatible processor series.1828,Compatible processor series,,,,,The processor series that the notebook is compatible with. This may refer to the same processor across multiple generations and should not be used to refer to specific processors.,TRUE
Notebooks,Micro-USB 3.2 Gen 1 (3.1 Gen 1) ports quantity.17070,Micro-USB 3.2 Gen 1 (3.1 Gen 1) ports quantity,,,,,The Micro-USB 3.2 Gen 1 (3.1 Gen 1) ports quantity refers to the number of ports on the notebook that are compatible with the Micro-USB 3.2 Gen 1 and 3.1 Gen 1 standards. This standard provides a nominal data rate of 480 Mbit/s.,TRUE
Notebooks,Port replicator.2386,Port replicator,,,,,"Indicates whether the notebook has a port replicator. Port replicators allow the connection of multiple peripherals to a notebook, such as monitors, hard drives, and other devices. This field is set to true if the notebook has a port replicator, and false if it does not.",TRUE
Notebooks,Scalability.10265,Scalability,,,,,"The Scalability column indicates the scalability of the notebook. The options are 1S or 2S, with 1S being the least scalable and 2S being the most scalable. The 1S option is usually sufficient for basic tasks such as web browsing, word processing, and watching videos. The 2S option is recommended for more demanding tasks such as gaming, video editing, and running multiple applications simultaneously.",TRUE
Notebooks,Thermal solution specification.15165,Thermal solution specification,,,,,"The thermal solution specification of the notebook. This includes the type of thermal solution, such as PCG 2015C, PCG 2011C, etc.",TRUE
Notebooks,Keyboard easy keys.1003,Keyboard easy keys,,,,,"The keyboard easy keys are the additional keys on a notebook keyboard that make it easier to use. This includes the keys that are used to turn on/off the notebook, as well as keys that are used to change the volume or brightness of the screen. The keyboard easy keys are typically found on the top of the keyboard, and are labeled with the function they perform.",TRUE
Notebooks,BIOS ACPI.1053,BIOS ACPI,,,,,"The BIOS ACPI column contains information about the Advanced Configuration and Power Interface (ACPI) that is used by the BIOS of the notebook. The ACPI is responsible for controlling the power state of the hardware components of the notebook, as well as handling the hardware configuration of the notebook. The format of the ACPI is a string that contains the version number of the ACPI specification that is supported by the notebook.",TRUE
Notebooks,Second display location.38975,Second display location,,,,,The location of the second display on the notebook. The location can be either on the top or on the bottom of the notebook.,TRUE
Notebooks,Docking station graphics adapter model.18840,Docking station graphics adapter model,,,,,"The docking station graphics adapter model refers to the model of the graphics adapter that is used in the docking station of the notebook. The graphics adapter is the component that produces the output images that are displayed on the notebook's screen. Examples of graphics adapter models include 'NVIDIA GeForce GTX 970', 'NVIDIA GeForce GTX 980', and 'AMD Radeon HD R9 290'.",TRUE
Notebooks,Docking station graphics adapter memory.18841,Docking station graphics adapter memory,,,,,"The amount of memory in the graphics adapter of the docking station. Docking stations provide a way to connect peripherals such as monitors, keyboards, mice, printers, and external hard drives to a laptop computer or other portable device. Docking stations typically provide additional ports and connectors beyond what is built into the portable device and may also provide additional power to run or charge the device.",TRUE
Notebooks,Docking station graphics adapter memory type.18842,Docking station graphics adapter memory type,,,,,"The docking station graphics adapter memory type refers to the type of memory used in the graphics adapter of the docking station for the given notebook product. The graphics adapter memory type can be one of many types, such as GDDR5.",TRUE
Notebooks,Docking station power supply.18844,Docking station power supply,,,,,The docking station power supply column contains the measurement of the power supply for the docking station in Watts. The minimum value is 1.0 W and the maximum value is 450.0 W.,TRUE
Notebooks,Docking station LAN controller.18845,Docking station LAN controller,,,,,The docking station LAN controller is the network card that allows a notebook to connect to a docking station. This provides additional connectivity options and ports to the notebook. Examples of network cards that can be used in this manner are the Killer Gb LAN and the Killer E2500 Gigabit Ethernet Controller.,TRUE
Notebooks,Docking station supported HDD size.18847,Docking station supported HDD size,,,,,"The size of the hard disk drive (HDD) that is supported by the docking station of the notebook. The value should be in inches and the format should be ""3.5"" or ""2.5"".",TRUE
Notebooks,Docking station built-in speakers.18849,Docking station built-in speakers,,,,,"Whether or not the notebook has built-in docking station speakers. If the notebook has built-in docking station speakers, the value will be True. If the notebook does not have built-in docking station speakers, the value will be False.",TRUE
Notebooks,Docking station audio output channels.18850,Docking station audio output channels,,,,,The number of audio output channels supported by the docking station of the notebook. This includes both built-in and external audio output channels.,TRUE
Notebooks,Docking station speakers RMS power.18851,Docking station speakers RMS power,,,,,The power output of the docking station speakers in watts (W).,TRUE
Notebooks,Docking station subwoofer RMS power.18852,Docking station subwoofer RMS power,,,,,"The amount of power that the subwoofer of the given docking station for a notebook has, in watts (W).",TRUE
Notebooks,Docking station mini DisplayPort.18853,Docking station mini DisplayPort,,,,,Whether the notebook has a docking station with a mini DisplayPort,TRUE
